#chrom	strand	txStart	txEnd	proteinID	alignID
chrX	-	72212181	72330244	Q3V3J9	uc009tpm.1
chrX	-	72233886	72330244	Q8BSM5	uc009tpn.1
chrX	+	72341192	72355115	Q3UWE5	uc009tpo.2
chrX	-	72355071	72376288	Q542P4	uc009tpp.1
chrX	-	72357054	72376288	A2AN84	uc009tpq.1
chrX	-	72368345	72376288	Q3THA8	uc009tpr.1
chrX	-	72391395	72409090	Q3V0X1	uc009tps.1
chrX	-	72418055	72625380	A2AN88	uc009tpt.2
chrX	-	72418055	72625380	B2RRC9	uc012hlb.1
chrX	-	72418055	72625380	B7ZNH8	uc012hlc.1
chrX	+	72627737	72642497	Q9D6K8	uc009tpu.2
chrX	-	72650185	72661882	A3KGA5	uc009tpv.1
chrX	-	72655780	72661882	Q60945	uc009tpw.1
chrX	-	72658512	72661907		uc009tpx.1
chrX	+	72680803	72697047	P46737	uc009tpz.1
chrX	+	72661966	72699340	P46737	uc009tqa.2
chrX	+	72661966	72699340	P46737	uc009tpy.2
chrX	+	72661966	72701040	P46737	uc009tqb.2
chrX	+	72759635	72769383	Q3TIR6	uc009tqc.1
chrX	+	72759635	72780285	A3KGB1	uc009tqd.1
chrX	+	72818790	72820607		uc009tqf.1
chrX	-	72817396	72823543	Q0PD14	uc009tqe.1
chrX	-	72976358	73000936		uc012hld.1
chrX	-	72970796	73010038		uc009tqh.2
chrX	-	73030992	73088289	NP_001159926	uc009tqi.2
chrX	-	73030992	73119913	NP_663604	uc009tqj.2
chrX	-	73030992	73120509	NP_001159925	uc009tqk.2
chrX	+	73509644	73513012	NP_001013782	uc009tql.1
chrX	+	73592733	73592975		uc009tqm.1
chrX	+	73638688	73643318	Q3V0X2	uc009tqn.1
chrX	+	73638790	73643318	Q3V0X2	uc012hle.1
chrX	-	73827948	73848263	A2AGU5	uc012hlf.1
chrX	+	74756565	74905604	B1AVT9	uc009tqo.1
chrX	-	74920152	74920791	NP_001095055	uc012hlg.1
chrX	-	75007373	75041299	Q922R0	uc009tqp.1
chrX	-	75016793	75041299	B1AVU1	uc009tqq.1
chrX	-	75083236	75098839	Q3UV89	uc009tqr.1
chrX	+	75110096	75115372	B1AVU4	uc009tqs.1
chrX	+	75233629	75238906	Q9D3N5	uc009tqt.1
chrX	-	75330843	75336713	Q9D3H2	uc009tqu.1
chrX	+	75370805	75375742	A2AEN9	uc009tqv.1
chrX	-	75485800	75491260	A2BHD2	uc012hlh.1
chrX	+	75614981	75616278	Q0VG34	uc009tqw.2
chrX	-	75694951	75829121	A2BFE8	uc012hli.1
chrX	-	75694951	75829235	A2BFE8	uc012hlj.1
chrX	-	75694951	75829235	A2BFE8	uc009tqx.2
chrX	-	75715282	75829235		uc009tqy.2
chrX	+	75983101	75984749	Q14BE7	uc012hlk.1
chrX	-	76575851	76603407	B1AXF0	uc009tqz.1
chrX	-	76727906	76762624	B1AY26	uc009tra.1
chrX	-	76868569	76880921	Q9CWV4	uc009trb.2
chrX	-	76868569	76916774	Q9CWV4	uc009trc.2
chrX	-	77439001	77439307		uc009trd.1
chrX	+	78315982	78343214	Q9JJG6	uc009tre.2
chrX	-	78664913	78703461	A2RRY9	uc009trf.1
chrX	+	80060248	80382028		uc009trg.1
chrX	-	80732014	80733263	Q9JJL0	uc009trk.2
chrX	+	80194208	80738078		uc009trh.2
chrX	+	80288534	80975670		uc009trj.1
chrX	+	82018049	82221046	Q3UF47	uc009trm.1
chrX	+	82293657	82386075	Q8BHM1	uc009trn.1
chrX	+	81844434	82389752	Q5U476	uc009trl.1
chrX	+	82293657	82389752	Q8BHM1	uc009tro.1
chrX	+	82389367	82394534		uc009trq.1
chrX	+	82395551	82423286		uc012hll.1
chrX	+	80194208	82450389	A2A9Z0	uc009tri.2
chrX	+	82293657	82450389	A2A9Z2	uc009trp.2
chrX	+	82435948	82450389		uc009trr.2
chrX	+	82495015	82515630	Q9DAX0	uc009trs.2
chrX	-	82854699	82857838		uc009tru.1
chrX	+	82819360	82879808	B1ASY9	uc009trt.2
chrX	-	82947275	83022158	Q64516-2	uc009trv.1
chrX	-	82947275	83022158	B1ASZ0	uc009trw.1
chrX	-	82947275	83022158	Q64516	uc009trx.1
chrX	-	82947275	83022158	B1ASZ3	uc009try.1
chrX	+	83067283	83136838	Q08EG0	uc009trz.2
chrX	+	83115611	83136838	Q08EG0	uc009tsa.2
chrX	-	83267405	83267445		uc009tsb.1
chrX	+	83289537	83292652	A2ARK7	uc009tsc.1
chrX	+	83437113	83441283	Q53ZY9	uc009tsd.1
chrX	-	83495594	83501558	A2A9R3	uc009tse.1
chrX	-	83590813	83600333		uc012hlm.1
chrX	-	83992580	85360962	B1ASU0	uc012hln.1
chrX	-	84014456	85360962	Q0VDP7	uc009tsf.2
chrX	-	86004812	86004892		uc012hlo.1
chrX	-	86649186	86654790	A2AHY8	uc012hlp.1
chrX	-	86649186	86655028	A2AHY8	uc012hlq.1
chrX	+	86997606	87000830	A2ADI4	uc009tsh.1
chrX	-	87175435	87178191	Q3V0Y1	uc012hlr.1
chrX	+	88137480	88138473	NP_001094920	uc012hls.1
chrX	+	88577093	88578236	Q4U221	uc012hlt.1
chrX	+	88577028	88578321	Q4U221	uc009tsi.1
chrX	+	88637838	88726499	A2AHM1	uc012hlu.1
chrX	-	88820548	88821250		uc009tsj.1
chrX	-	89024946	89028315	Q14AN0	uc009tsk.2
chrX	-	89260529	89261672	Q60761	uc012hlv.1
chrX	-	89260444	89261737	Q4U221	uc009tsm.1
chrX	+	89735287	89736018	NP_001029275	uc009tso.1
chrX	-	89364217	89844911	Q8BQR7	uc009tsn.1
chrX	+	90401492	90402210		uc012hlw.1
chrX	+	90428565	90429283		uc012hlx.1
chrX	+	90531860	90543694	O35085	uc009tsq.1
chrX	+	90531984	90543694	O35085	uc009tsr.1
chrX	-	90550104	90877494	A2A4H0	uc009tss.2
chrX	-	90550104	90877494	B9EHJ9	uc012hly.1
chrX	-	90868414	90877494		uc009tst.1
chrX	-	90869121	90877494		uc009tsu.1
chrX	+	90883953	90884223	NP_001170861	uc012hlz.1
chrX	+	90900201	90995287	A2A451	uc009tsv.1
chrX	+	90920450	90995287	A2A450	uc009tsw.1
chrX	-	91009954	91077434	Q4FJR4	uc009tsx.1
chrX	+	91213994	91220809		uc009tsy.2
chrX	-	91319969	91347719	P23607	uc012hma.1
chrX	-	91319969	91368746	NP_001037851	uc009tsz.1
chrX	-	91319969	91368746	NP_035898	uc009tta.1
chrX	-	91327488	91368746	Q3UM56	uc012hmb.1
chrX	-	91343515	91368746	Q8R2L1	uc009ttb.1
chrX	-	91434047	91457990	Q3TML6	uc009ttc.1
chrX	-	91444979	91457990	A2AAW9	uc009ttd.1
chrX	+	91480268	91501307	Q8K1Y4	uc009tte.1
chrX	+	91480268	91501307	Q3TEP6	uc009ttf.1
chrX	+	91480268	91501307	Q8K1Y4	uc009ttg.1
chrX	+	91480268	91518854	A2AAX3	uc009tth.1
chrX	+	91480559	91518854	A2AAX3	uc012hmc.1
chrX	-	91600391	91611195	Q9D4F3	uc009ttj.1
chrX	-	91600391	91612116	Q9D4F3	uc009ttk.1
chrX	+	91612448	91662431	B1ASQ2	uc012hmd.1
chrX	+	91612492	91662431	Q9D186	uc009ttm.2
chrX	+	91612492	91662431	Q9DCZ4	uc009ttl.2
chrX	+	91612492	91662431	Q9D186	uc012hme.1
chrX	-	91780812	91783404		uc012hmf.1
chrX	-	91780812	91787413	B1ASQ5	uc009ttn.1
chrX	+	91881407	91883900	NP_032205	uc009tto.1
chrX	+	91881414	91888583		uc009ttp.1
chrX	+	91969907	91975530	A2CE44	uc009ttq.1
chrX	-	92036623	92043628		uc009ttr.1
chrX	-	92217845	92222021	Q8K1L2	uc009tts.2
chrX	-	92244282	92361700	Q3UTH8-2	uc009ttt.1
chrX	-	92244282	92361825	Q3UTH8	uc009ttu.1
chrX	-	92244282	92361825	Q3UTH8-2	uc012hmg.1
chrX	-	92254155	92361825	B1AXI4	uc009ttw.1
chrX	-	92247257	92391844	Q3UTH8-3	uc009ttv.1
chrX	-	92615652	92640179	B1AUM2	uc009ttx.2
chrX	-	92665537	92673468	Q3KNI9	uc009tty.1
chrX	-	92834535	92853771	Q3TSJ9	uc009ttz.1
chrX	-	92834535	92853771	Q68FG0-2	uc012hmh.1
chrX	-	92834535	92853771	Q05BE0	uc012hmi.1
chrX	-	92927928	92928600	NP_083866	uc009tuc.1
chrX	+	92907016	93120095	Q3UYJ7	uc009tua.1
chrX	+	92907016	93123309	NP_001030079	uc009tub.1
chrX	-	93142205	93143194		uc012hmj.1
chrX	-	93130651	93152298	A2BE28-2	uc009tud.1
chrX	+	93291383	93347298		uc009tue.1
chrX	+	93291383	93349378		uc009tuf.1
chrX	+	93291383	93363892	P26041	uc009tug.1
chrX	+	93438155	93438265		uc012hmk.1
chrX	+	93435264	93438981		uc009tuh.2
chrX	-	93442541	93488777	Q80WA3	uc009tui.1
chrX	-	93502205	93552582	Q8BL67	uc009tuj.1
chrX	-	93502205	93563258	D0VYS2	uc012hml.1
chrX	+	93651684	93671160	Q3V2W4	uc009tum.2
chrX	+	93651684	93683100	A2AI62	uc009tun.2
chrX	+	93651684	93726762	A2AI62	uc009tuo.2
chrX	+	93650774	93769823	NP_001153100	uc009tul.2
chrX	+	93650774	93769823	A2AI63	uc009tuk.2
chrX	+	93651684	93769823	A2AI63	uc009tup.2
chrX	+	93908806	93914727	Q3V3A3	uc009tuq.2
chrX	+	94267934	94277443	Q80T54	uc009tur.1
chrX	-	94529179	94572548	Q3KP88	uc009tus.2
chrX	-	94529179	94572548	Q3KP88	uc012hmm.1
chrX	-	94533112	94572548	Q3KP88	uc009tut.2
chrX	-	94536884	94572548	Q3KP88	uc009tuu.2
chrX	+	95345088	95512486	B1AVE7	uc009tuv.1
chrX	+	95515436	95518119		uc009tuw.1
chrX	-	95752853	96086120	B1AV63	uc009tux.1
chrX	-	95752853	96086324	B1AV63	uc009tuy.1
chrX	-	95907537	96086324	Q8BQX4	uc009tuz.1
chrX	-	95927703	96086324	B1AV64	uc012hmn.1
chrX	-	95997139	96086324	B1AV64	uc009tvb.1
chrX	-	95907537	96086364	Q8BQX4	uc009tva.1
chrX	+	96133524	96139374	B1AV66	uc009tvf.1
chrX	+	96133119	96140245	B1AV66	uc009tvd.1
chrX	+	96131654	96144359	B1AV67	uc009tvc.1
chrX	+	96133119	96144359	B1AV67	uc009tve.1
chrX	+	96237919	96270067	Q8K031	uc009tvg.2
chrX	+	96266150	96270067		uc009tvh.1
chrX	+	96331468	96344330	Q544L9	uc009tvi.1
chrX	-	96604909	96614234		uc009tvj.1
chrX	-	96600669	96639136		uc012hmo.1
chrX	-	96661072	96666074	B1AXU3	uc009tvk.1
chrX	-	96661072	96666074	Q05CG5	uc009tvl.1
chrX	-	96661452	96666074	Q05CG5	uc009tvm.1
chrX	+	97016407	97041684	A2BDP1	uc009tvn.1
chrX	+	97170927	97174811	O54693-5	uc009tvo.1
chrX	+	97170944	97506635	O54693-4	uc009tvp.1
chrX	+	97576435	97576524		uc012hmr.1
chrX	+	97170944	97596099	Q1L2E0	uc009tvr.1
chrX	+	97170944	97596099	Q1L2D6	uc009tvt.1
chrX	+	97170944	97596099	Q1L2D6	uc012hmp.1
chrX	+	97170944	97596099	A2ADU3	uc009tvs.1
chrX	+	97170944	97596099	O54693-2	uc009tvu.1
chrX	+	97170944	97596099	Q3UV69	uc009tvq.1
chrX	+	97170944	97596099	A2ADU2	uc012hmq.1
chrX	+	97170944	97596099	Q1L2D8	uc009tvv.1
chrX	+	97170944	97596099	Q1L2D9	uc009tvw.1
chrX	-	97597560	97607901	A2ADU0	uc009tvx.1
chrX	+	97624351	97625224	Q6IE21	uc012hms.1
chrX	+	97689629	97694736	NP_032810	uc009tvy.2
chrX	+	97689629	97711464	Q61249	uc009tvz.2
chrX	+	97720176	97741447	A2ADU8	uc012hmt.1
chrX	+	97767585	97773545	A2ADU9	uc009twb.1
chrX	-	97785492	97790208	Q0VBT7	uc009twc.1
chrX	+	97800835	97813832	A2ADV1	uc009twd.2
chrX	-	97818244	97821246	B1B030	uc009twe.1
chrX	-	97818244	97821270	B1B030	uc009twf.1
chrX	-	97818244	97821277	B1B030	uc009twg.1
chrX	+	97821403	97922610	Q80YP3	uc009twh.2
chrX	+	97821403	97922610	Q3UXW0	uc012hmu.1
chrX	+	97925185	97934238	A2BEE8	uc009twi.2
chrX	+	97925524	97934238	A2BEE8	uc009twj.2
chrX	+	97931678	97934238	NP_076097	uc009twk.2
chrX	-	97932321	97936268		uc009twl.1
chrX	+	97963061	98013749	A2BEF1	uc009twm.2
chrX	+	97963061	98013749	A2BEE9	uc009twn.2
chrX	+	97963061	98013749	A2BEF2	uc009two.2
chrX	+	97963061	98013749	Q52KF7	uc009twp.2
chrX	+	97969833	98013749	A2BEF2	uc009twq.2
chrX	+	97972609	98013749	NP_001171251	uc009twr.2
chrX	-	98033986	98254978	Q14AT2	uc009tws.2
chrX	-	98073220	98254978	Q14AT2-2	uc012hmv.1
chrX	-	98274559	98280691	P70423	uc009twt.1
chrX	-	98274559	98280691	P70423	uc009twu.1
chrX	-	98293124	98417902	Q3V2H3	uc009twv.2
chrX	-	98407299	98417902	Q3TGS7	uc012hmw.1
chrX	-	98407299	98417902	Q6ZWQ5	uc009tww.2
chrX	+	98449866	98451775	Q4KL34	uc009twy.1
chrX	+	98449866	98456212	B1AUT3	uc009twz.2
chrX	-	98456715	98459331	Q3V2K1	uc009txa.1
chrX	-	98456715	98459331	Q3V2K1	uc009txb.1
chrX	-	98459725	98463545	Q3UPA9	uc009txc.1
chrX	-	98462004	98463545		uc009txd.1
chrX	+	98483688	98492072	Q2NLB9	uc009txh.1
chrX	+	98470234	98493789	A2AGH6-2	uc009txf.1
chrX	+	98470234	98493789	A2AGH6	uc012hmx.1
chrX	+	98469429	98494273	A2AGH6	uc009txe.1
chrX	+	98490629	98516689	A2AGI2	uc009txi.2
chrX	+	98494519	98516689	A2AGI1	uc009txj.2
chrX	+	98572675	98580963	A2AGI4	uc009txk.1
chrX	-	98599722	98614291	B1AXS7	uc012hmy.1
chrX	-	98599722	98615253	B1AXS6	uc009txl.2
chrX	-	98610086	98615253	Q8CG95	uc009txn.2
chrX	-	98610086	98615253	Q32P02	uc009txo.2
chrX	-	98599722	98615561	B1AXS5	uc009txm.2
chrX	-	98610086	98615561	Q32P02	uc009txp.2
chrX	-	98610086	98616024	NP_001171458	uc009txq.1
chrX	+	98624989	98637770	Q99K48-2	uc009txr.2
chrX	+	98624989	98643932	Q4FK11	uc009txs.2
chrX	+	98624989	98643932	Q4FK11	uc009txt.2
chrX	+	98644447	98648880	B1AXT2	uc009txu.1
chrX	+	98728073	98785928	B1Q2W7	uc009txv.2
chrX	+	98728073	98797128	D3YZK4	uc009txw.1
chrX	+	98743498	98797128	Q80UV9-3	uc009txx.1
chrX	+	98751648	98797128	Q80UV9-2	uc009txy.1
chrX	+	98835400	98848220	Q8C676	uc009txz.1
chrX	+	98835402	98848220	Q80XU6	uc009tya.1
chrX	+	98835402	98848220	Q8C676	uc009tyb.1
chrX	+	98835402	98879690	Q8CGY8	uc009tyc.2
chrX	+	98850326	98879690	Q8CGY8-2	uc009tyd.2
chrX	-	98926874	98929486	A2ALY0	uc009tye.1
chrX	+	98989994	98993979		uc009tyf.1
chrX	+	98990024	98993979		uc009tyg.1
chrX	+	99044723	99144974	B1AXG8	uc009tyh.1
chrX	-	99261880	99266646		uc009tyi.2
chrX	-	99261880	99266646	Q8C065	uc012hna.1
chrX	+	99044723	99287394	NP_001157082	uc012hmz.1
chrX	+	99314803	99323012	Q9CWW6	uc009tyj.1
chrX	-	99338158	99352430	Q8BHK9	uc009tyk.2
chrX	-	99380281	99383710	NP_033120	uc009tyl.1
chrX	-	99380281	99384662	NP_033120	uc009tym.1
chrX	-	99442775	99447108	Q3UGA1	uc009tyn.1
chrX	-	99442775	99447502	Q3UGA1	uc009tyo.1
chrX	-	99479978	99700487	A2AWU6	uc009typ.1
chrX	-	99602940	99700487	Q8VH37-2	uc009tyq.1
chrX	-	99709313	99839585	A2AI90	uc009tyr.1
chrX	-	99709313	99839585	A2AI91	uc009tys.1
chrX	-	99750117	99839585	Q8BSV5	uc009tyt.1
chrX	-	99902226	99903009	A2AI92	uc012hnb.1
chrX	+	99903219	99910548	A2AI93	uc009tyu.2
chrX	+	99906515	99910548	Q2PMX7	uc009tyv.1
chrX	+	99986534	99993728		uc009tyw.1
chrX	+	99998301	100005281	Q9D410	uc009tyx.1
chrX	+	99999571	100005281	Q14AJ8	uc009tyy.1
chrX	-	100042977	100048685	Q14AJ8	uc009tyz.1
chrX	-	100042977	100049955	Q9D410	uc009tza.1
chrX	-	100054525	100061692	B1AX30	uc009tzb.1
chrX	-	100098559	100101896	Q9D9R7-2	uc009tzc.2
chrX	-	100098559	100101896	Q9D9R7	uc009tze.2
chrX	-	100098559	100104026	B1AX34	uc009tzd.2
chrX	+	100104243	100104990	B1AX35	uc009tzf.1
chrX	+	100123710	100124433		uc009tzg.1
chrX	-	100127385	100129562		uc012hnc.1
chrX	-	100379397	100382003	Q8K3R9	uc009tzi.2
chrX	-	100378309	100451945	Q8K3S0	uc009tzh.1
chrX	-	100427619	100451945	Q1LZM0	uc009tzj.1
chrX	+	100516736	100525563	Q78Z64	uc009tzk.1
chrX	+	100551814	100591457	A2RT09	uc009tzl.2
chrX	+	100609805	100619922	Q78Z65	uc009tzm.2
chrX	-	100655711	100678572		uc009tzo.1
chrX	-	100655711	100678572		uc009tzp.1
chrX	+	100626855	100680296		uc012hnd.1
chrX	+	100688914	100701764		uc009tzq.2
chrX	+	100689133	100701764		uc009tzr.1
chrX	+	100740838	100743038		uc012hne.1
chrX	-	100768259	100768335		uc012hnf.1
chrX	+	100768423	100768472		uc012hnh.1
chrX	-	100768398	100768493		uc012hng.1
chrX	-	100764904	100810531		uc009tzv.1
chrX	-	100756248	100812293		uc009tzt.2
chrX	-	100756248	100819093		uc009tzu.2
chrX	-	100764843	100819093		uc009tzw.2
chrX	+	100825924	100827003	Q9D548	uc009tzx.1
chrX	-	100958255	100958884	NP_001164450	uc012hni.1
chrX	-	100892752	101017327	Q05BA2	uc009tzy.1
chrX	-	101152505	101176604	Q9WTV7	uc009tzz.1
chrX	-	101152505	101176623	Q9WTV7	uc009uaa.1
chrX	-	101311513	101311613		uc012hnj.1
chrX	-	101272774	101396456	Q003Y8	uc009uab.1
chrX	-	101272774	101396456	Q003Y7	uc009uac.1
chrX	-	101272774	101396456	Q003Y7	uc009uad.1
chrX	-	101279194	101396456	Q003Y7	uc009uae.1
chrX	-	101543109	101543237		uc009uah.1
chrX	-	101475903	101609185	A2AC46	uc009uaf.2
chrX	-	101532284	101609185		uc009uag.2
chrX	+	101678120	101701601	B1AVZ0	uc009uai.1
chrX	-	101732308	101866403	B1AVY9	uc009uaj.2
chrX	-	102050290	102052606	Q52KG3	uc009uak.1
chrX	-	102232688	102265458		uc009uao.1
chrX	-	102232688	102265463		uc009ual.2
chrX	-	102232688	102265463		uc009uam.2
chrX	-	102232688	102265463		uc012hnk.1
chrX	-	102232688	102265463		uc009uan.2
chrX	-	102236192	102265463		uc009uar.2
chrX	-	102236192	102265463		uc009uap.2
chrX	-	102236192	102265463		uc009uaq.2
chrX	-	102270380	102274948		uc009uas.1
chrX	+	102275113	102280525	B1AUP4	uc009uat.1
chrX	+	102275113	102312094	Q9D0B6-2	uc009uau.1
chrX	+	102315734	102319250	Q6PCZ4	uc009uav.1
chrX	-	102359716	102360844		uc009uaw.1
chrX	-	102539620	102539708		uc012hnl.1
chrX	-	102543620	102587093		uc009uax.2
chrX	-	102543620	102587093		uc009uay.2
chrX	-	102568332	102587093		uc012hnm.1
chrX	+	102695110	102695976	Q6P924	uc009uaz.2
chrX	+	102959815	102971871	A2RTU5	uc009uba.1
chrX	-	103069898	103084384	A6PWK6	uc009ubd.1
chrX	-	103077296	103123916	Q3TA30	uc009ubg.1
chrX	-	103069898	103124709	A6PWK6	uc009ube.1
chrX	-	103069898	103124709	A6PWK6	uc009ubf.1
chrX	-	102992955	103124711	A2ADH4	uc009ubb.1
chrX	-	103163423	103207238	A2ADH1	uc009ubi.2
chrX	-	103163423	103207238	A2ADH1	uc009ubh.2
chrX	-	103174680	103207238	A2ADH1	uc009ubj.2
chrX	+	103211038	103217789	Q5FW98	uc009ubk.1
chrX	+	103222614	103323499	A2AG68	uc009ubl.2
chrX	+	103222614	103323499	A2AG69	uc012hnn.1
chrX	+	103338613	103355832	Q148Y7	uc009ubn.1
chrX	+	103382462	103399038	P09411	uc009ubo.1
chrX	-	103402212	103415181	NP_001001176	uc009ubq.2
chrX	-	103402212	103416497	A2AP82	uc009ubp.2
chrX	-	103430584	103450711	A2AP83	uc009ubr.1
chrX	-	103615381	103680568	Q6DFV6	uc009ubs.1
chrX	-	103771855	103798801	Q99JA4	uc009ubt.1
chrX	-	103771855	103798801	Q99JA4	uc009ubu.1
chrX	+	103778524	103905896	Q3UQH6	uc009ubv.1
chrX	+	103778524	103905896	Q3UQH6	uc012hno.1
chrX	-	104032420	104035982	Q6P1Y1	uc009ubw.1
chrX	+	104115963	104129238	A2ADM5	uc009ubx.2
chrX	+	104283830	104300309	Q8BFU7	uc009uby.1
chrX	+	104284572	104300309	Q8BFU7	uc009ubz.1
chrX	+	104284572	104300309	Q8BFU7	uc009uca.1
chrX	+	104284671	104300309	Q8BFU7	uc009ucb.1
chrX	+	104344265	104369000	Q8BY68	uc012hnp.1
chrX	+	104344792	104369000	Q8BY68	uc012hnq.1
chrX	+	104344953	104369000	Q8BY68	uc009ucc.2
chrX	+	104451216	104492108	A2ACA0	uc009uce.2
chrX	+	104451216	104492108	A2ACA0	uc009ucd.2
chrX	+	104451366	104492108	A2ACA0	uc009ucf.2
chrX	+	104479684	104492108	A2ACA0	uc012hnr.1
chrX	-	104592533	104598699	A2ACA1	uc009ucg.1
chrX	+	104737920	104739139		uc012hns.1
chrX	+	104874353	104884316	Q8BKE4	uc012hnu.1
chrX	+	104863302	104884319	NP_851836	uc009uch.2
chrX	+	104871850	104884319	B1ATQ1	uc012hnt.1
chrX	-	104978090	105011673	Q9CQD4	uc009ucj.2
chrX	+	105011910	105068248	B1ATX6	uc012hnv.1
chrX	-	105141073	105143775	Q3V0P9	uc009ucl.1
chrX	-	105646729	105646757		uc012hnw.1
chrX	-	105937546	106029694	A2AHJ4	uc009ucm.1
chrX	-	105998690	106029694	A2AHJ4-2	uc009ucn.1
chrX	+	106029995	106034841		uc012hnx.1
chrX	+	106029995	106070109		uc009ucp.1
chrX	+	106029816	106082235		uc009uco.1
chrX	+	106029995	106082235		uc009ucq.1
chrX	+	106098724	106170245		uc009ucr.1
chrX	+	106196823	106197635		uc012hny.1
chrX	-	106199875	106208719	Q9JL35	uc009ucs.1
chrX	+	106290745	106357806	Q9JJU8	uc009uct.1
chrX	+	106392094	106395784	Q8BHV4	uc009ucu.2
chrX	+	107568091	107570495		uc012hnz.1
chrX	+	108009803	108010889	A6H6L6	uc009ucv.1
chrX	+	108305756	108319213	NP_080410	uc009ucw.1
chrX	-	108501800	108530849	Q7TPS0-3	uc009ucx.1
chrX	-	108501800	108576710	A2CEE6	uc009ucy.1
chrX	-	108501800	108576731	A2CEE7	uc009ucz.1
chrX	-	108501800	108651554	NP_080225	uc009uda.1
chrX	-	108688812	108810688	Q14B70	uc009udb.1
chrX	-	108688812	108810688	Q14B70-2	uc009udc.1
chrX	+	109207128	109240935	A2RT18	uc009udd.1
chrX	+	109352657	109357461	NP_001170860	uc009ude.1
chrX	+	109424991	109426193		uc009udf.1
chrX	+	109425016	109462093	NP_080841	uc009udg.1
chrX	+	109425016	109486039	B1AV13	uc009udh.1
chrX	-	109497913	109520388	B9EHI8	uc009udi.2
chrX	+	109608882	109671952	Q9D3Q9	uc009udj.1
chrX	+	109608882	109671952	A2ANY3	uc012hoa.1
chrX	+	109714134	109739682	Q8BYM9	uc009udk.1
chrX	+	109714134	109748671	NP_808415	uc009udl.1
chrX	-	109752035	109812260	A2ANY1	uc009udm.1
chrX	-	110154200	110299124	A2AD03	uc009udn.1
chrX	-	110154200	110299124	Q3UR39	uc012hob.1
chrX	+	110753502	110928873	C7E439	uc012hoc.1
chrX	+	110411118	110948700	B1AU60	uc009udo.2
chrX	+	110411864	110948700	B1AUM0	uc009udr.2
chrX	+	110837853	110948700	B1AU60	uc009udt.2
chrX	+	110411118	110949995	B1AU59	uc009udp.1
chrX	+	110411118	110949995	B1AXA6	uc009udq.1
chrX	+	110411864	110949995	B1AU58	uc009uds.1
chrX	+	111588128	111658914	Q8BUX1	uc009udu.1
chrX	+	111588128	111674307	Q8BUX1	uc009udv.1
chrX	+	111588128	111674307	Q8BLJ6	uc009udw.1
chrX	+	111588128	111674307	Q3TSV2	uc009udx.1
chrX	+	112018620	112019550	A2AFH2	uc009udy.1
chrX	+	112021190	112022119	NP_001075130	uc009udz.1
chrX	+	113562552	113592392	Q3V0P1	uc009uea.1
chrX	+	114128365	114128713	NP_001096135	uc009vfg.1
chrX	+	115540835	115541867	Q8K5B9	uc009ueb.2
chrX	-	115593314	115594346	Q8K5B9	uc009uec.2
chrX	+	117040804	117043774	Q8C7D3	uc009ued.1
chrX	+	117513010	117522040	A0JNT1	uc009ueg.1
chrX	+	117403935	118020059	NP_001074854	uc009uee.1
chrX	+	117403935	118020059		uc009uef.1
chrX	+	117513010	118020059	B1AZR7	uc009ueh.1
chrX	+	117513010	118020059	B1AZR7	uc009uei.1
chrX	+	117513010	118020059		uc009uej.1
chrX	+	117751203	118020059		uc009uek.1
chrX	-	119508169	119510994	Q794H2	uc009uel.1
chrX	+	120217167	120256902	Q8K193	uc009uem.1
chrX	+	120217167	120256902	Q8CCR8	uc009uen.1
chrX	-	121241388	121243578	Q8CFT4	uc009vfh.1
chrX	-	121240947	121249519	NP_001094086	uc009uep.1
chrX	-	123346993	123350397	Q8C0S0	uc009ueq.1
chrX	-	123440112	123442149	NP_001104614	uc012hod.1
chrX	+	123574503	123598518	B1AXN3	uc009uer.1
chrX	+	123928824	123930430	Q8BVT7	uc009ues.1
chrX	+	126284277	126490548	NP_766081	uc012hoe.1
chrX	+	126284277	126863393	Q496P2	uc012hof.1
chrX	+	126793612	126863393	Q496P2	uc012hog.1
chrX	+	126284277	127000369	Q6W4W7	uc009uet.2
chrX	-	130117399	130223532	A2AGW3	uc009uew.2
chrX	-	130117399	130223532	NP_001098716	uc009uex.2
chrX	+	130222318	130241801		uc009uey.1
chrX	+	130385546	130400116	B1AVJ0	uc009uez.1
chrX	-	130425608	130432968	Q99L96	uc009ufa.1
chrX	-	130433253	130435752		uc009ufb.1
chrX	+	130442964	130466989	NP_081114	uc009ufc.1
chrX	+	130442964	130466989	NP_001077364	uc009ufd.1
chrX	-	130470923	130516322	Q549X6	uc009ufe.1
chrX	-	130470923	130516322	Q9R0Q1-2	uc009uff.1
chrX	-	130470923	130516322	Q9R0Q1-2	uc009ufg.1
chrX	-	130480989	130516322	Q9R0Q1-3	uc009ufh.1
chrX	+	130593887	130607305	B3V099	uc012hoh.1
chrX	+	130609854	130609936		uc012hoi.1
chrX	+	130593887	130610402	Q8BIQ5-2	uc009ufi.1
chrX	+	130593887	130621360	Q8BIQ5	uc009ufj.1
chrX	+	130593887	130621360	A2AEK1	uc009ufk.1
chrX	-	130621684	130646303	Q8CIZ9-2	uc009ufl.1
chrX	-	130642271	130646393		uc009ufm.1
chrX	-	130683583	130696467	Q5GH68	uc009ufo.1
chrX	+	130722039	130742569	Q9D416	uc009ufp.1
chrX	-	130642271	130756495		uc009ufn.1
chrX	-	130757493	130811523	Q8BQJ6	uc009ufr.2
